accession_lassa,name_nuc_seq,host,year,location,country,region,lon,lat
MH053580.1,Lassa mammarenavirus,Homo sapiens,2016,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH053581.1,Lassa mammarenavirus,Homo sapiens,2015,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH053582.1,Lassa mammarenavirus,Homo sapiens,2016,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH053583.1,Lassa mammarenavirus,Homo sapiens,2016,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH053584.1,Lassa mammarenavirus,Homo sapiens,2016,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH053585.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH053586.1,Lassa mammarenavirus,Homo sapiens,2015,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH053587.1,Lassa mammarenavirus,Homo sapiens,2016,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH053588.1,Lassa mammarenavirus,Homo sapiens,2016,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH053589.1,Lassa mammarenavirus,Homo sapiens,2016,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MH053590.1,Lassa mammarenavirus,Homo sapiens,2016,"BAUCHI, Nigeria",Nigeria,BAUCHI,9.840395899999999,10.3059966
MH157026.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MH157027.1,Lassa mammarenavirus,Homo sapiens,2018,Nigeria,Nigeria,NA,8.675277,9.081999
MH157028.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH157029.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH157030.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157031.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157032.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157033.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH157034.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157035.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH157036.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157037.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157038.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH157039.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH157040.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH157041.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH157042.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157043.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157044.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157045.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH157046.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157047.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157048.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157049.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH157050.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157051.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157052.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH157053.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH215278.1,Lassa mammarenavirus,Homo Sapiens,2018,"Bong, Liberia",Liberia,Bong,-9.367308399999999,6.829501899999999
MH215279.1,Lassa mammarenavirus,Homo Sapiens,2018,"Bong, Liberia",Liberia,Bong,-9.367308399999999,6.829501899999999
MH215280.1,Lassa mammarenavirus,Homo Sapiens,2018,"Yomou, Guinea",Guinea,Yomou,-9.2591571,7.569627899999999
MH215281.1,Lassa mammarenavirus,Homo Sapiens,2018,"Yomou, Guinea",Guinea,Yomou,-9.2591571,7.569627899999999
MH215282.1,Lassa mammarenavirus,Homo Sapiens,2018,"Nimba, Liberia",Liberia,Nimba,-8.6600586,6.8427612
MH215283.1,Lassa mammarenavirus,Homo Sapiens,2018,"Nimba, Liberia",Liberia,Nimba,-8.6600586,6.8427612
MH215284.1,Lassa mammarenavirus,Homo Sapiens,2018,"Montserrado, Liberia",Liberia,Montserrado,-10.5296115,6.5525815
MH215285.1,Lassa mammarenavirus,Homo Sapiens,2018,"Montserrado, Liberia",Liberia,Montserrado,-10.5296115,6.5525815
MH215286.1,Lassa mammarenavirus,Homo Sapiens,2018,"Montserrado, Liberia",Liberia,Montserrado,-10.5296115,6.5525815
MH215287.1,Lassa mammarenavirus,Homo Sapiens,2018,"Montserrado, Liberia",Liberia,Montserrado,-10.5296115,6.5525815
MH215288.1,Lassa mammarenavirus,Homo Sapiens,2018,"Nimba, Liberia",Liberia,Nimba,-8.6600586,6.8427612
MH215289.1,Lassa mammarenavirus,Homo Sapiens,2018,"Nimba, Liberia",Liberia,Nimba,-8.6600586,6.8427612
MH473586.1,Lassa mammarenavirus,Homo sapiens,2016,"Bamako, Mali",Mali,Bamako,-8.0028892,12.6392316
MH473587.1,Lassa mammarenavirus,Homo sapiens,2016,"Bamako, Mali",Mali,Bamako,-8.0028892,12.6392316
MH732623.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732624.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732625.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732626.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732627.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732628.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732629.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732630.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732631.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732632.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732633.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732634.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732635.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732636.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732637.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732638.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732639.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH732640.1,Lassa mammarenavirus,Mastomys natalensis,2018,"N'Zerekore, Guinea",Guinea,N'Zerekore,-8.8252502,7.747835899999999
MH887755.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887756.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887757.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887758.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887759.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887760.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887761.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887762.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887763.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887764.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887765.1,Lassa mammarenavirus,Homo sapiens,2018,"NASARAWA, Nigeria",Nigeria,NASARAWA,7.7118003,8.5474692
MH887766.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887767.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887768.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887769.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887770.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887771.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887772.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887773.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887774.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887775.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887777.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887778.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887779.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887780.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887781.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887782.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887783.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887785.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887786.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887787.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887788.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887789.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887790.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887791.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887793.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887794.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887795.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887796.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887797.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887798.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887799.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887800.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887801.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887802.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887803.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887804.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887805.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887806.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887807.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887808.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887809.1,Lassa mammarenavirus,Homo sapiens,2018,"IMO, Nigeria",Nigeria,IMO,7.0588219,5.5720122
MH887810.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887811.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887812.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887813.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887814.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887815.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887816.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887817.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887818.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887819.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887820.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887821.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887822.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887823.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887824.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887825.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887826.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887827.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887828.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887829.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887830.1,Lassa mammarenavirus,Homo sapiens,2017,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887831.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887832.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887833.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887834.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887835.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887836.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887837.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887838.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887839.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887840.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887841.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887842.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887843.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887844.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887845.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887846.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887847.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887848.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887849.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887850.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887851.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887854.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887855.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887856.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887857.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887858.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887859.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887860.1,Lassa mammarenavirus,Homo sapiens,2018,"EBONYI, Nigeria",Nigeria,EBONYI,8.0137302,6.2649232
MH887861.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887863.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887864.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887865.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887866.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887867.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887868.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887869.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887870.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887871.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887872.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887873.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887874.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887875.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887876.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887877.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887878.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887879.1,Lassa mammarenavirus,Homo sapiens,2018,"KOGI, Nigeria",Nigeria,KOGI,6.6905836,7.7337325
MH887880.1,Lassa mammarenavirus,Homo sapiens,2018,"TARABA, Nigeria",Nigeria,TARABA,10.7739863,7.9993616
MH887881.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887882.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887883.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887884.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887885.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887886.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887887.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887888.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887889.1,Lassa mammarenavirus,Homo sapiens,2018,"DELTA, Nigeria",Nigeria,DELTA,5.9339181,5.704030800000001
MH887890.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887891.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887892.1,Lassa mammarenavirus,Homo sapiens,2018,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887893.1,Lassa mammarenavirus,Homo sapiens,2018,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887895.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
MH887896.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887897.1,Lassa mammarenavirus,Homo sapiens,2017,"EDO, Nigeria",Nigeria,EDO,5.9304056,6.6341831000000004
MH887898.1,Lassa mammarenavirus,Homo sapiens,2017,"Ondo state, Nigeria",Nigeria,Ondo state,5.1478144,6.9148682
